team,department,subdepartment,employee,title
was,Communications,Ticket Operations,John Dever,"Senior Director, Baseball Information Communications"
was,Communications,Ticket Operations,Amanda Comak,"Director, Baseball Media Relations Communications & New Media"
was,Communications,Ticket Operations,Kyle Brostowitz,"Coordinator, Baseball Communications"
was,Finance,Ticket Operations,Ted Towne,"Vice President, Finance"
was,Finance,Ticket Operations,Kelly Pitchford,"Senior Director, Accounting"
was,Finance,Ticket Operations,Ross Hollander,"Director, Financial Reporting"
was,Finance,Ticket Operations,Michael Page,"Manager, Baseball and Dream Foundation Accounting"
was,Finance,Ticket Operations,Rachel Proctor,Senior Accountant
was,Finance,Ticket Operations,Michael Sullivan,Senior Accountant
was,Finance,Ticket Operations,Heather Pfleger,"Supervisor, Payroll	"
was,Finance,Ticket Operations,Ichie Yu,"Coordinator, Payroll"
was,Finance,Ticket Operations,Jorge Fajardo,"Director, Purchasing"
was,Finance,Ticket Operations,Rebecca Valdellon,Purchasing Buyer
was,Finance,Ticket Operations,Kimberly Morris,"Manager, Accounts Payable"
was,Finance,Ticket Operations,Tasha Millhouse,Senior Accounts Payable Specialist
was,Finance,Ticket Operations,Lawnya Harris,Accounts Payable Coordinator
was,Finance,Ticket Operations,Ashley Smith,Accounts Payable Coordinator
was,Finance,Ticket Operations,Erin Barry,Staff Accountant
was,Finance,Ticket Operations,James Santulli,Accountant
was,Finance,Ticket Operations,Jennifer Murphy,"Coordinator, Accounting"
was,Florida Operations,Ticket Operations,Thomas Bell,"Director, Florida Operations"
was,Florida Operations,Ticket Operations,Jonathan Tosches,"Senior Manager, Florida Operations"
was,Florida Operations,Ticket Operations,Joseph Ameigh,"Assistant, Facilities"
was,Florida Operations,Ticket Operations,Doug Lopas,Head Groundskeeper
was,Florida Operations,Ticket Operations,Kenny Berger,Assistant Head Groundskeeper
was,Florida Operations,Ticket Operations,Roger Manuel,"Irrigation Specialist, Groundskeeper"
was,Florida Operations,Ticket Operations,Kenneth Doty,Groundskeeper
was,Florida Operations,Ticket Operations,Stacy Hall,Groundskeeper
was,Florida Operations,Ticket Operations,Michael Schnee,Groundskeeper
was,Florida Operations,Ticket Operations,Terrance Thomas,Groundskeeper
was,Florida Operations,Ticket Operations,Steven Rabideau,Groundskeeper
was,Florida Operations,Ticket Operations,Calvin Minasian,Minor League Equipment Manager
was,Florida Operations,Ticket Operations,Carlos Felix,Clubhouse Assistant
was,Florida Operations,Ticket Operations,Scott Paquin,Clubhouse Assistant
was,Florida Operations,Ticket Operations,Dianne Wiebe,Administrative Assistant
was,Government & Municipal Affairs and Community Relations,Ticket Operations,Gregory McCarthy,"Vice President, Community Relations & Government Affairs"
was,Government & Municipal Affairs and Community Relations,Ticket Operations,Shawn Bertani,"Senior Director, Community Relations"
was,Government & Municipal Affairs and Community Relations,Ticket Operations,Nicole Murray,"Manager, Community Relations"
was,Government & Municipal Affairs and Community Relations,Ticket Operations,London Hitchman,"Coordinator, Community Relations"
was,Human Resources,Ticket Operations,Alexa Herndon,"Vice President, Human Resources"
was,Human Resources,Ticket Operations,Stephanie Giroux,"Director, Benefits"
was,Human Resources,Ticket Operations,Alan Gromest,"Manager, Human Resources"
was,Human Resources,Ticket Operations,Lynleigh Johnson,"Coordinator, Human Resources"
was,Human Resources,Ticket Operations,Sinisa Mlinar,"Assistant, Human Resources"
was,Information Technology,Ticket Operations,Jason Zachariah,Chief Technology Officer
was,Information Technology,Ticket Operations,Marcellus Moore,"Director, Information Technology"
was,Information Technology,Ticket Operations,Ed DiMaio,"Manager, Information Technology"
was,Information Technology,Ticket Operations,Walt Shinsky,Data Architect
was,Information Technology,Ticket Operations,Jerry Duhu,Systems Administrator
was,Information Technology,Ticket Operations,Jordan Bailey,Network Engineer
was,Information Technology,Ticket Operations,Jason Mangan,Network Engineer
was,Information Technology,Ticket Operations,Jonathan Gilbert,Technical Analyst
was,Information Technology,Ticket Operations,Shaun Hill,Technical Analyst
was,Information Technology,Ticket Operations,Gregory Smith,Technical Analyst
was,Legal,Ticket Operations,Damon T. Jones,"Senior Vice President, General Counsel	"
was,Legal,Ticket Operations,Amy Inlander Minniti,Deputy General Counsel
was,Legal,Ticket Operations,Helena Wise,Executive Assistant
was,Office Services,Ticket Operations,Brittany Allen,"Supervisor, Office Services"
was,Office Services,Ticket Operations,Warren Johnson,"Coordinator, Office Services"
was,Office Services,Ticket Operations,Francisco Armas,"Coordinator, Mailroom"
was,Office Services,Ticket Operations,Tanya Johnson,Receptionist
was,Washington Nationals Dream Foundation,Ticket Operations,Marla Lerner Tanenbaum,Chair
was,Washington Nationals Dream Foundation,Ticket Operations,Debra Lerner Cohen,Secretary and Treasurer
was,Washington Nationals Dream Foundation,Ticket Operations,Vera Maher,"Manager, Foundation"
was,Washington Nationals Dream Foundation,Ticket Operations,Bridget Gannon,"Program Manager, Foundation"
was,Washington Nationals Youth Baseball Academy,Ticket Operations,Tal Alter,"Executive Director, WNYBA"
was,Washington Nationals Youth Baseball Academy,Ticket Operations,Katina Lee,"Senior Director, Operations, WNYBA"
was,Washington Nationals Youth Baseball Academy,Ticket Operations,Christopher Reed,"Program Manager, WNYBA"
was,Washington Nationals Youth Baseball Academy,Ticket Operations,Steven Halla,"Coordinator, Security"
ana,Executive Management,None,Owner,Arte Moreno
ana,Executive Management,None,Chairman,Dennis Kuhl
ana,Executive Management,None,President ,John Carpino
ana,Executive Management,None,Chief Financial Officer,Bill Beverage
ana,Executive Management,None,"Senior Vice President, Finance & Administration",Molly Jolly
ana,Executive Management,None,"Vice President, Communications",Tim Mead
ana,Executive Management,None,"Vice President, Marketing and Ticket Sales",Robert Alvarado
ana,Executive Management,None,General Manager,Jerry Dipoto
ana,Executive Management,None,Senior Advisor,Bill Stoneman
ana,Baseball Operations,None,"Assistant General Manager, Scouting/Player Development",Scott Servais
ana,Baseball Operations,None,Assistant General Manager,Matt Klentak
ana,Baseball Operations,None,"Director, Pro Scouting",Hal Morris
ana,Baseball Operations,None,"Director, Player Development",Bobby Scales
ana,Baseball Operations,None,"Director, Baseball Operations",Justin Hollander
ana,Baseball Operations,None,"Director, Amateur Scouting",Ric Wilson
ana,Baseball Operations,None,"Director, International Scouting",Carlos Gomez
ana,Baseball Operations,None,Special Assistant to the GM,Tim Huff
ana,Baseball Operations,None,Special Assistant to the GM,Marcel Lachemann
ana,Baseball Operations,None,Special Assignment Scout,Tim Schmidt
ana,Baseball Operations,None,"Manager, Minor League Operations",Mike LaCassa
ana,Baseball Operations,None,"Coordinator, Scouting",Nate Horowitz
ana,Baseball Operations,None,"Coordinator, Baseball Operations",Jonathan Strangio
ana,Baseball Operations,None,"Coordinator, Advance Scouting",Jeremy Zoll
ana,Baseball Operations,None,Baseball Administration Coordinator,Kathy Mair
ana,Baseball Operations,None,Sr. Video Coordinator,Diego Lopez
ana,Baseball Operations,None,Video Coordinator,Ruben Montano
ana,Baseball Operations,None,Special Assistant to the GM,Rico Brogna
ana,Baseball Operations,None,"Coordinator, Major League Player Information",Nick Francona
ana,Communications,None,"Director, Communications",Eric Kay
ana,Communications,None,Media Relations Representative,Adam Chodzko
ana,Communications,None,Administrative Assistant,Matt Birch
ana,Communications,None,Travelling Secretary,Tom Taylor
ana,Communications,None,"TV Broadcasters, FS West","Victor Rojas, Mark Gubicza"
ana,Communications,None,"Angels Radio, KLAA (AM830)","Terry Smith, Mark Langston"
ana,Communications,None,"Angels Radio, KWKW","Rolando Nichols, Jose Mota"
ana,Communications,None,Producer/Engineer,Darren Chan
ana,Community Relations,None,"Sr. Director, Community Relations",Jenny Price
ana,Community Relations,None,Community Relations Coordinator,Chrissy Vaughn
ana,Ticketing Department,None,"Director, Ticketing Operations",Sheila Brazelton
ana,Ticketing Department,None,"Director, Ticket Services",Johnny Mendez
ana,Ticketing Department,None,"Manager, Ticket Office",Susan Weiss
ana,Ticketing Department,None,Box Office Representative,"Armando Reyna, Julie Henrick, Ellen Crooks"
ana,Ticketing Department,None,Ticketing Representative,"Cyndi Nguyen, Clancy Holligan, Lisa Martinez"
ana,"Marketing, Sales, and Service Department",None,Marketing Manager,Ryan Vance
ana,"Marketing, Sales, and Service Department",None,Marketing Manager,John Rozak
ana,"Marketing, Sales, and Service Department",None,Marketing Manager,Kevin Shaw
ana,"Marketing, Sales, and Service Department",None,Marketing Coordinator/Graphic Designer,Jeff Lee
ana,"Marketing, Sales, and Service Department",None,"Administrative Assistant, Marketing & Ticket Sales",Monica Campanis
ana,"Marketing, Sales, and Service Department",None,"Director, Ticket Sales and Services",Tom DeTemple
ana,"Marketing, Sales, and Service Department",None,Ticket Sales Manager,Josh Hunhoff
ana,"Marketing, Sales, and Service Department",None,Ticket Sales Account Executive,Jeff Leuenberger
ana,"Marketing, Sales, and Service Department",None,Ticket Sales Account Executive,Jasmin Matthews
ana,"Marketing, Sales, and Service Department",None,Ticket Sales Account Executive,Jared Florin
ana,"Marketing, Sales, and Service Department",None,Ticket Sales Account Executive,Clint Blevins
ana,"Marketing, Sales, and Service Department",None,Group Sales Account Executive,Angel Rodriguez
ana,"Marketing, Sales, and Service Department",None,Group Sales Account Executive,Mike Abraham
ana,"Marketing, Sales, and Service Department",None,Group Sales Account Executive,Nick Schorr
ana,"Marketing, Sales, and Service Department",None,Premium Sales Account Executive,Kyle Haygood
ana,"Marketing, Sales, and Service Department",None,Premium Sales Account Executive,Glenn Griffith
ana,"Marketing, Sales, and Service Department",None,Event Sales and Service Manager,Courtney Wallace
ana,"Marketing, Sales, and Service Department",None,Client Service Manager,Justin Hallenbeck
ana,"Marketing, Sales, and Service Department",None,Client Service Representative,Alisa Mitry
ana,"Marketing, Sales, and Service Department",None,Client Service Representative,Shawn Meyer
ana,"Marketing, Sales, and Service Department",None,Client Service Representative,Ashley Green
ana,"Marketing, Sales, and Service Department",None,Client Service Representative,Adriana Ryan
ana,"Marketing, Sales, and Service Department",None,Manager Entertainment & Production,Pete Bull
ana,"Marketing, Sales, and Service Department",None,"Producer, Video and Scoreboard Ops.",David Tsuruda
ana,"Marketing, Sales, and Service Department",None,Entertainment Coordinator,Emily Cabrera
ana,"Marketing, Sales, and Service Department",None,Associate Producer,Danny Pitts
ana,Corporate Sales Department,None,"Senior Director, Corporate Sponsorships",Neil Viserto
ana,Corporate Sales Department,None,"Senior Director, Business Development",Michael Fach
ana,Corporate Sales Department,None,"Manager, Sponsorship Services",Maria Dinh
ana,Corporate Sales Department,None,"Manager, Sponsorship Services",Bobby Kowan
ana,Corporate Sales Department,None,Corporate Sales Account Executive,Rick Turner
ana,Corporate Sales Department,None,Corporate Sales Account Executive,Nicole Provansal
ana,Corporate Sales Department,None,Corporate Sales Account Executive,Matt Wiech
ana,Corporate Sales Department,None,Corporate Sales Account Executive,Drew Zinser
ana,Corporate Sales Department,None,Sponsorship Services Coordinator,"Rosanne Tarrant, Vanessa Vega"
ana,Ballpark Operations,None,"Senior Director, Ballpark Operations",Brian Sanders
ana,Ballpark Operations,None,"Director, Ballpark Operations",Sam Maida
ana,Ballpark Operations,None,Event Manager,Calvin Ching
ana,Ballpark Operations,None,Receptionist,"Sandy Sanford, Margie Walsh"
ana,Ballpark Operations,None,Security Manager,Mark Macias
ana,Ballpark Operations,None,Security Host,Jim Haskins
ana,Ballpark Operations,None,Security Host,Jose Andrade
ana,Ballpark Operations,None,Security Host,Richard Schilpp
ana,Ballpark Operations,None,Field/Ground Maintenance Manager,Barney Lopas
ana,Ballpark Operations,None,Assistant Groundskeeper,Greg Laesch
ana,Facility Services,None,Director Stadium Facilities,Mike McKay
ana,Facility Services,None,"Manager, Facilities Services",Linda Fitzgerald
ana,Facility Services,None,Housekeeping Manager,Robert Donovan
ana,Facility Services,None,Purchasing Manager,Suzanne Peters
ana,Facility Services,None,Manager Facility Maintenance,Steve Preston
ana,Facility Services,None,Office Assistant,Jose Padilla
ana,Facility Services,None,Warehouse Assistant,"Sean Cameron, John Golingan"
ana,Facility Services,None,Custodial Supervisors,"Nathan Bautista, Pedro Del Castillo, Ray Nells"
ana,Facility Services,None,Lead Electrician,Bob Ross
ana,Facility Services,None,Electricians,"Pat Byrnes, David Chubak"
ana,Facility Services,None,HVAC Lead Technician,Tony Suruor
ana,Facility Services,None,HVAC Technician,Harlan Coffman
ana,Facility Services,None,Lead Skilled Craftsman,Kevin Brown
ana,Facility Services,None,Skilled Craftsman,"Alex Cervantes, Jim Gomard, Jerry Gomez"
ana,Facility Services,None,Equipment Mechanic,Ryan Mendoza
ana,Facility Services,None,Painters,"David Tunstall, Randy Bishopp, Andrew Rogers"
ana,Facility Services,None,Facilities Receptionist,Cathy Valdez
